,KMeans Execution Time,MiniBatchKMeans Execution Time,Inertia Delta
73757.57575757576,0.4106619358062744,0.09679985046386719,15.813862900336972
75252.52525252526,0.4042551517486572,0.21525311470031738,1.6492285657586763
76747.47474747474,0.49988579750061035,0.12272214889526367,9.411252620797313
78242.42424242424,0.4580962657928467,0.07117915153503418,86.3576276971653
79737.37373737374,0.39580798149108887,0.07208967208862305,57.600960876799945
81232.32323232324,0.40618085861206055,0.05948996543884277,67.87274868976965
82727.27272727272,0.41452908515930176,0.08264899253845215,97.41396724463266
84222.22222222222,0.41605496406555176,0.07411503791809082,19.2102978535695
85717.17171717172,0.4076542854309082,0.09157586097717285,51.1639152094358
87212.12121212122,0.41759514808654785,0.0838468074798584,21.362914094308508
88707.0707070707,0.4178919792175293,0.14829587936401367,3.7232625763572287
90202.0202020202,0.4125380516052246,0.1626598834991455,1.046342485533387
91696.9696969697,0.41731905937194824,0.0729680061340332,94.4654490756584
93191.9191919192,0.4295821189880371,0.0825951099395752,202.08354565274203
94686.86868686868,0.43775415420532227,0.08074593544006348,121.25835889650625
96181.81818181818,0.6553254127502441,0.09011077880859375,21.857646209544328
97676.76767676767,0.41547179222106934,0.13903093338012695,46.64098324223596
99171.71717171717,0.8637290000915527,0.14376616477966309,177.14964177397633
100666.66666666667,0.48407602310180664,0.07793712615966797,31.490643775650824
102161.61616161616,0.38885021209716797,0.08087897300720215,36.18993414556462
103656.56565656565,0.42769718170166016,0.06958603858947754,222.4921011118713
105151.51515151515,0.47281503677368164,0.17829585075378418,6.452616516027774
106646.46464646465,0.5112607479095459,0.2939338684082031,24.223516269274114
108141.41414141413,0.8511831760406494,0.23226523399353027,132.92291862501588
109636.36363636363,0.9476478099822998,0.1254558563232422,28.353368559961382
111131.31313131313,0.6091659069061279,0.19437599182128906,13.964063597872155
112626.26262626263,0.650454044342041,0.3145759105682373,71.01827641556883
114121.21212121211,0.5773649215698242,0.18890380859375,8.846042867131473
115616.16161616161,0.45853090286254883,0.12586283683776855,12.979687210652628
117111.11111111111,0.39427614212036133,0.08857488632202148,22.110162148623203
118606.06060606061,0.3913280963897705,0.14275622367858887,35.42891697464802
120101.01010101009,0.39986586570739746,0.0838308334350586,103.92346978966088
121595.95959595959,0.3997478485107422,0.08519196510314941,62.70613036978466
123090.90909090909,0.41584086418151855,0.31363511085510254,64.52576935072284
124585.85858585859,0.4051930904388428,0.09222602844238281,31.61587857567065
126080.80808080808,0.49050402641296387,0.13168692588806152,33.3755642782271
127575.75757575757,0.5132520198822021,0.08649611473083496,134.73606733039196
129070.70707070707,0.38555097579956055,0.08596301078796387,69.25997376869782
130565.65656565657,0.3623950481414795,0.14309406280517578,3.427226876032364
132060.60606060608,0.38753724098205566,0.13625502586364746,9.468855155726487
133555.55555555556,0.40198588371276855,0.13777804374694824,4.654633996156917
135050.50505050505,0.5554797649383545,0.16712617874145508,37.98612038347346
136545.45454545453,0.5119061470031738,0.12511110305786133,2.8503217438192223
138040.40404040404,0.3912639617919922,0.08655309677124023,13.41792310011806
139535.35353535353,0.39449000358581543,0.09019708633422852,120.66195145718666
141030.30303030304,0.38677287101745605,0.08548116683959961,54.725456987609505
142525.25252525252,0.6521532535552979,0.1362011432647705,325.16136073085363
144020.202020202,0.5690820217132568,0.08777308464050293,79.65110876489052
145515.15151515152,0.5142238140106201,0.13861489295959473,70.34396249778365
147010.101010101,0.4234180450439453,0.08134794235229492,73.04138185841293
148505.05050505052,0.4074840545654297,0.0937042236328125,238.87951455215807
150000.0,0.40157413482666016,0.07872915267944336,211.50193533433048
