,KMeans Execution Time,MiniBatchKMeans Execution Time,Inertia Delta
2000.0,0.4641599655151367,0.567009687423706,628.6936683081294
3494.9494949494947,0.39902400970458984,0.39707303047180176,137.53998793575738
4989.898989898989,0.4002528190612793,0.44104886054992676,17.48769159661606
6484.848484848485,0.8350198268890381,0.19147920608520508,1191.867907672815
7979.79797979798,0.43343400955200195,0.6026439666748047,11.350963494987809
9474.747474747473,0.485537052154541,0.42572021484375,204.66323172926786
10969.69696969697,1.0194370746612549,0.2031850814819336,232.09637587516045
12464.646464646465,0.7744660377502441,0.16083383560180664,137.509367991639
13959.59595959596,0.5597009658813477,0.17866206169128418,17.518241390760522
15454.545454545454,0.46305108070373535,0.29582715034484863,13.440165377251105
16949.494949494947,0.869844913482666,0.1575179100036621,12.580270366132027
18444.444444444445,0.431912899017334,0.14983701705932617,83.71122820462915
19939.39393939394,0.8808028697967529,0.2218019962310791,7.367102834898105
21434.343434343435,0.5942769050598145,0.20815086364746094,13.72778960798314
22929.29292929293,0.5574169158935547,0.10520195960998535,72.63374973364262
24424.242424242424,0.5865597724914551,0.16335296630859375,21.06686866243399
25919.19191919192,0.6752009391784668,0.10207986831665039,40.4065432531861
27414.141414141413,0.5656750202178955,0.15491914749145508,41.08493406535126
28909.090909090908,0.5924649238586426,0.12447261810302734,16.341665631669457
30404.040404040403,0.5466511249542236,0.14072871208190918,20.099871965983766
31898.989898989897,0.5093460083007812,0.09972000122070312,47.25506127141125
33393.93939393939,0.5128781795501709,0.10106778144836426,16.910033453430515
34888.88888888889,0.5569736957550049,0.14368104934692383,22.561657841841225
36383.83838383838,0.6031200885772705,0.07346200942993164,48.65828320878791
37878.78787878788,0.45899486541748047,0.1237640380859375,5.711741538376373
39373.73737373737,0.552736759185791,0.10807299613952637,80.59966415837698
40868.68686868687,0.49074387550354004,0.12702608108520508,17.047301374441304
42363.63636363636,0.44086599349975586,0.07719898223876953,132.75432547722448
43858.58585858586,0.5566599369049072,0.08548307418823242,27.062860575177183
45353.53535353535,0.5460598468780518,0.09073805809020996,68.04714921317645
46848.48484848485,0.5784327983856201,0.08033633232116699,34.258223526601796
48343.43434343434,0.5078301429748535,0.31128716468811035,6.853004712276743
49838.38383838384,0.49379515647888184,0.08428311347961426,13.10410496548866
51333.333333333336,0.42255306243896484,0.10595989227294922,49.260475475661224
52828.28282828283,0.5104248523712158,0.12129831314086914,10.720994132221676
54323.232323232325,0.5033750534057617,0.1225278377532959,20.99390006053727
55818.181818181816,0.4223811626434326,0.08657097816467285,41.12091455920745
57313.131313131315,0.4121980667114258,0.0739738941192627,49.68238568648667
58808.080808080806,0.4118800163269043,0.07476115226745605,91.55995246227394
60303.030303030304,0.40306711196899414,0.10172414779663086,46.101605372619815
61797.979797979795,0.4025430679321289,0.06367897987365723,153.80740432937455
63292.92929292929,0.41019392013549805,0.07163190841674805,72.92892399493576
64787.878787878784,0.4202611446380615,0.20339393615722656,20.323640002839966
66282.82828282828,0.7359230518341064,0.0817728042602539,49.87182241280243
67777.77777777778,0.40035200119018555,0.11656618118286133,9.303320059458201
69272.72727272726,0.4180409908294678,0.11535000801086426,37.130136621010024
70767.67676767676,0.4298691749572754,0.11972594261169434,7.785797701479169
72262.62626262626,0.41919994354248047,0.10923218727111816,30.36247392930818
